,Entry,Ref,Linkage formed,"Acceptor
size",(eq .),"Donor
size",(eq .).1,"Yield
(%)",a : B,"Glycosyl
Donor","Neighbouring
group",Activator,Solvent,temperature_C,donor_type,acceptor_type,solvent_smiles,donor_conf,lg,C2_smiles,activator,Major True,Minor True,Conf positive(%) True
256,523,160,Glc [ 5S ] (1 → 6) Glc,1,1,1,1,35,a,SePh,OAc,NOBF4,DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*][Se]C1=CC=CC=C1,*OC([CH3])=O,[B-](F)(F)(F)F.N#[O+],-1,0,0.0
262,541,76,KDO (2-4) KDO,3,1,1,1.8,60,a,bromide,H,"Hg(CN)2,HgBr2","CH3NO2,DCM",,pyranose,O,"['C[N+](=O)[O-]  ', 'CC(Cl)Cl']","[0, 0, 1, 1, 1]",*Br,*[H],C(#N)[Hg]C#N .Br[Hg]Br,-1,0,0.0
263,542,76,KDO (2 → 4) KDO,3,1,1,1.6,50,a,bromide,H,"Hg(CN)2,HgBr2",MeCN,,pyranose,O,['CC#N'],"[0, 0, 1, 1, 1]",*Br,*[H],C(#N)[Hg]C#N .Br[Hg]Br,-1,0,0.0
264,543,76,KDO (2-4) KDO,3,1,2,3,20,a,bromide,H,"Hg(CN)2,HgBr2",MeCN,,pyranose,O,['CC#N'],"[0, 0, 1, 1, 1]",*Br,*[H],C(#N)[Hg]C#N .Br[Hg]Br,-1,0,0.0
265,544,76,KDO (2-4) KDO,3,1,2,3,19,a,bromide,H,"Hg(CN)2,HgBr2",MeCN,,pyranose,O,['CC#N'],"[0, 0, 1, 1, 1]",*Br,*[H],C(#N)[Hg]C#N .Br[Hg]Br,-1,0,0.0
266,546,112,KDO (2-4) KDO,1,4.9,2,1,17,a,bromide,H,"Hg(CN)2,HgBr2",MeCN,20,pyranose,O,['CC#N'],"[0, 0, 1, 1, 1]",*Br,*[H],C(#N)[Hg]C#N .Br[Hg]Br,-1,0,0.0
267,548,76,KDO (2-6) GlcNAc,2,1,1,5.7,52,a,bromide,H,"Hg(CN)2,HgBr2","CH3NO2,DCM",,pyranose,O,"['C[N+](=O)[O-]  ', 'CC(Cl)Cl']","[0, 0, 1, 1, 1]",*Br,*[H],C(#N)[Hg]C#N .Br[Hg]Br,-1,0,0.0
268,549,112,KDO (2-8) KDO,1,1,2,1.2,23,a,bromide,H,"Hg(CN)2,HgBr2",nitromethane,20,pyranose,O,['C[N+](=O)[O-]  '],"[0, 0, 1, 1, 1]",*Br,*[H],C(#N)[Hg]C#N .Br[Hg]Br,-1,0,0.0
269,550,112,KDO (2 - 8) KDO,1,1.3,1,1,64,a,fluoride,H,BF3-OEt2,MeCN,0,pyranose,O,['CC#N'],"[0, 0, 1, 1, 1]",*F,*[H],CCO(CC).[B-](F)(F)F,-1,0,0.0
270,551,112,KDO (2-8) KDO,1,1,1,1.1,59,a,fluoride,H,BF3-OEt2,MeCN,0,pyranose,O,['CC#N'],"[0, 0, 1, 1, 1]",*F,*[H],CCO(CC).[B-](F)(F)F,-1,0,0.0
272,553,130,"lYX [ 2,6d ] (1-3) GlcNAc",4,1,1,8,85,a,fluoride,H,"AgClO4,SnCl2,TMU",DCE,-20,pyranose,O,['C(CCl)Cl '],"[0, 0, -1, 1, 0]",*F,*[H],[O-]Cl(=O)(=O)=O.[Ag+].Cl[Sn]Cl.CN(C)C(=O)N(C)C,1,0,100.0
273,554,90,"lYX [ 2,6d ] (1-3) GlcNAc",2,1,1,1.2,86,a,SMe,H,DMTST,Benzene,20,pyranose,O,['C1=CC=CC=C1 '],"[0, 0, -1, 1, 0]",[*]SC,*[H],CS[S+](C)C.C(F)(F)(F)S(=O)(=O)[O-]  ,1,0,100.0
274,555,109,Lyx [ 2d ] (1 → 4) Gal,2,1.05,1,1,65,a,SPyr,H,AgOTf,DCM,-15,pyranose,O,['CC(Cl)Cl'],"[0, 0, 1, -1, 0]",[*]SC1=NC=CC=C1,*[H],C(F)(F)(F)S(=O)(=O)[O-].[Ag+],-1,0,0.0
275,556,28,Man (1-2) gUL,1,1,1,1.2,93,a,dibenzylphosphite,OAc,TMSOTf,DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
276,557,77,Man (1 → 2) Man,1,1,1,1.1,73,a,bromide,OAc,AgOTf,toluene,-40,pyranose,O,['Cc1ccccc1'],"[0, 1, 1, -1, 1]",*Br,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],-1,0,0.0
277,558,77,Man (1-2) Man,1,1,1,1.1,75,a,bromide,OAc,AgOTf,toluene,-40,pyranose,O,['Cc1ccccc1'],"[0, 1, 1, -1, 1]",*Br,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],-1,0,0.0
278,559,142,Man (1 → 2) Man,2,(NR),1,(NR),2 92,a,imidate,OAc,TMSOTf,Et2O,20,pyranose,O,['CCOCC'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
279,560,142,Man (1 + 2) Man,3,(NR),1,(NR),91,a,imidate,OAc,TMSOTf,Et2O,20,pyranose,O,['CCOCC'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
280,561,103,Man (1 → 2) Man,1,1,1,1.3,73,a,n-pentenyl,OAc,"NIS,TESOTf",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",[*]OCCCC=C,*OC([CH3])=O,C1CC(=O)N(C1=O)I .CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,-1,0,0.0
281,562,103,Man (1-2) Man,2,1,1,2.5,70,a,n-pentenyl,OAc,"NIS,TESOTf",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",[*]OCCCC=C,*OC([CH3])=O,C1CC(=O)N(C1=O)I .CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,-1,0,0.0
282,563,163,Man (12) Man,1,(NR),1,(NR),78,a,n-pentenyl,OBz,"NIS,TESOTf",,,pyranose,O,,"[0, 1, 1, -1, 1]",[*]OCCCC=C,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,-1,0,0.0
283,564,163,Man (12) Man,2,(NR),1,(NR),78,a,n-pentenyl,OBn,"NIS,TESOTf",,,pyranose,O,,"[0, 1, 1, -1, 1]",[*]OCCCC=C,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,-1,0,0.0
284,565,99,Man (1→2) Man,1,1,1,1.25,65,a,SEt,OBn,DMTST,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",[*]SCC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CS[S+](C)C.C(F)(F)(F)S(=O)(=O)[O-]  ,-1,0,0.0
285,567,112->113,Man (1-3) Man,1,1,2,3,55,a,chloride,OSugar,"Hg(CN)2,HgBr2",nitromethane,0,pyranose,O,['C[N+](=O)[O-]  '],"[0, 1, 1, -1, 1]",*Cl,[*]OC1C(O)C(O)C(O)C(O)O1,C(#N)[Hg]C#N .Br[Hg]Br,-1,0,0.0
286,569,70,Man (1-3) Man,3,1,1,2.3,61,a,imidate,OAc,TMSOTf,DCM,-40,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
287,570,184,Man (1-3) Man,5,1,I,10,59,a,imidate,OAc,TMSOTf,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
288,571,184,Man (1 → 3) Man,6,1,1,3.1,88,a,imidate,OAc,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
289,572,103,Man (1-3) Man,1,1,1,1.3,96,a,n-pentenyl,OAc,"NIS,TESOTf",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",[*]OCCCC=C,*OC([CH3])=O,C1CC(=O)N(C1=O)I .CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,-1,0,0.0
290,573,103,Man (1-3) Man,1,1,3,1.3,72,a,n-pentenyl,OAc,"NIS,TESOTf",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",[*]OCCCC=C,*OC([CH3])=O,C1CC(=O)N(C1=O)I .CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,-1,0,0.0
291,574,70,"Man (1-3,6) Man",2,1,1,3.7,71,a,imidate,OAc,TMSOTf,DCM,-40,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
292,576,36,Man (14) Glc,1,1,1,1.5,41,a,bromide,OAc,"Hg(CN)2,HgBr2",MeCN,,pyranose,O,['CC#N'],"[0, 1, 1, -1, 1]",*Br,*OC([CH3])=O,C(#N)[Hg]C#N .Br[Hg]Br,-1,0,0.0
293,579,54,Man (14) Glc,1,1.15,1,1,76,a,Me2P=S,OBn,AgClO4,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",S=P(C)(O[*])C,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,[O-]Cl(=O)(=O)=O.[Ag+],-1,0,0.0
294,582,36,Man (1-4) GlcNAc,1,1,1,1.5,40,a,bromide,OAc,"Hg(CN)2,HgBr2",MeCN,,pyranose,O,['CC#N'],"[0, 1, 1, -1, 1]",*Br,*OC([CH3])=O,C(#N)[Hg]C#N .Br[Hg]Br,-1,0,0.0
295,584,142,Man (14) GlcNAc,2,(NR),4,(NR),91,a,imidate,OAc,TMSOTf,Et2O,20,pyranose,O,['CCOCC'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
296,589,36,Man (14) GlcNAc,1,1.5,2,1,69,a,SEt,OAc,"NIS,AgOTf",DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",[*]SCC,*OC([CH3])=O,C1CC(=O)N(C1=O)I .C(F)(F)(F)S(=O)(=O)[O-].[Ag+],-1,0,0.0
297,590,36,Man (1-4) GlcNAc,2,1,1,2,49,a,SEt,OAc,"NIS,AgOTf",DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",[*]SCC,*OC([CH3])=O,C1CC(=O)N(C1=O)I .C(F)(F)(F)S(=O)(=O)[O-].[Ag+],-1,0,0.0
298,591,118,Man (1 → 4) Man,1,1,1,2,73,a,bromide,OAc,"AgOTf,collidine",DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*Br,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,-1,0,0.0
299,592,123,Man (1-4) Man,1,1,1,1.4,81,a,acetate,-S,TMSOTf,DCM,-40,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*OC([CH3])=O,*S,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
301,601,63,Man (16) Gal,1,1,1,1,80,a,Me2P=S,OBn,AgClO4,toluene,,pyranose,O,['Cc1ccccc1'],"[0, 1, 1, -1, 1]",S=P(C)(O[*])C,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,[O-]Cl(=O)(=O)=O.[Ag+],-1,0,0.0
302,603,36,Man (1 → 6) Glc,1,1,1,1,78,a,bromide,OAc,"Hg(CN)2,HgBr2",MeCN,,pyranose,O,['CC#N'],"[0, 1, 1, -1, 1]",*Br,*OC([CH3])=O,C(#N)[Hg]C#N .Br[Hg]Br,-1,0,0.0
303,604,98,Man (1→6) Glc,1,1,2,1.5,56,a,bromide,OAc,"AgOTf,collidine",DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*Br,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,-1,0,0.0
304,606,161,Man (1-6) Glc,1,1,2,1.5,64,a,chloride,OSugar,"HgBr2,Hg(CN)2",nitromethane,0,pyranose,O,['C[N+](=O)[O-]  '],"[0, 1, 1, -1, 1]",*Cl,[*]OC1C(O)C(O)C(O)C(O)O1,Br[Hg]Br.C(#N)[Hg]C#N ,-1,0,0.0
305,607,161,Man (16) Glc,1,1,2,1,61,a,chloride,OSugar,"HgBr2,Hg(CN)2",nitromethane,0,pyranose,O,['C[N+](=O)[O-]  '],"[0, 1, 1, -1, 1]",*Cl,[*]OC1C(O)C(O)C(O)C(O)O1,Br[Hg]Br.C(#N)[Hg]C#N ,-1,0,0.0
306,609,38,Man (1 → 6) Glc,1,1.25,1,1,83,a,imidate,OBz,TMSOTf,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
307,612,118,Man (16) Man,1,1,1,2,53,a,bromide,OAc,"AgOTf,collidine",DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*Br,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,-1,0,0.0
308,613,118->119,Man (16) Man,1,1.2,2,1,39,a,bromide,OSugar,Hg(CN)2,"Benzene,nitromethane",20,pyranose,O,"['C1=CC=CC=C1 ', 'C[N+](=O)[O-]  ']","[0, 1, 1, -1, 1]",*Br,[*]OC1C(O)C(O)C(O)C(O)O1,C(#N)[Hg]C#N ,-1,0,0.0
309,614,118->119,Man (16) Man,1,1,2,1.8,38,a,bromide,OSugar,"AgOTf,TMU",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*Br,[*]OC1C(O)C(O)C(O)C(O)O1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CN(C)C(=O)N(C)C,-1,0,0.0
310,615,118->119,Man (1-6) Man,1,1,1,1.3,68,a,bromide,OAc,Hg(CN)2,MeCN,20,pyranose,O,['CC#N'],"[0, 1, 1, -1, 1]",*Br,*OC([CH3])=O,C(#N)[Hg]C#N ,-1,0,0.0
311,616,113,Man (16) Man,3,1,2,4,80,a,chloride,OSugar,"Hg(CN)2,HgBr2",nitromethane,0,pyranose,O,['C[N+](=O)[O-]  '],"[0, 1, 1, -1, 1]",*Cl,[*]OC1C(O)C(O)C(O)C(O)O1,C(#N)[Hg]C#N .Br[Hg]Br,-1,0,0.0
312,618,70,Man (1-6) Man,2,1,1,1.3,77,a,imidate,OAc,TMSOTf,DCM,-40,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
313,619,89,Man (1-6) Man,1,1,2,1.5,57,a,imidate,OAc,AgOTf,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],-1,0,0.0
314,620,89,Man (1-6) Man,1,1,1,1.3,48,a,imidate,OAc,AgOTf,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],-1,0,0.0
315,621,142,Man (16) Man,1,(NR),1,(NR),84,a,imidate,OAc,TMSOTf,Et2O,20,pyranose,O,['CCOCC'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
316,622,184,Man (1-6) Man,4,1,1,3.4,71,a,imidate,OAc,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
317,623,184,Man (16) Man,5,1,1,2.4,45,a,imidate,OAc,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
318,624,103,Man (1 → 6) Man,2,1,1,1.3,77,a,n-pentenyl,OAc,"NIS,TESOTf",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",[*]OCCCC=C,*OC([CH3])=O,C1CC(=O)N(C1=O)I .CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,-1,0,0.0
319,625,103,Man (1-6) Man,4,1,5,1.3,57,a,n-pentenyl,OAc,"NIS,TESOTf",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",[*]OCCCC=C,*OC([CH3])=O,C1CC(=O)N(C1=O)I .CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,-1,0,0.0
320,626,123,Man- (1-4) Man,1,1.4,1,1,89,a,SPh,"2,6-S-anhydro","NIS,TMSOTf",DCM,-40,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",[*][S]C1=CC=CC=C1,*SC,C1CC(=O)N(C1=O)I .C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
321,627,29,ManA (15) IAL,1,1,1,8,85,a,imidate,OAc,TMSOTf,DCM,-25,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
322,629,180,Man [ 4NH₂ ] (1-2) Man[ 4NH₂ ],1,1,1,1.3,93,a,chloride,OAc,"AgOTf,collidine",DCM,-25,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*Cl,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,-1,0,0.0
323,630,180,Man [ 4NH₂ ] (1-2) Man[ 4NH₂ ],1,1,1,1.5,81,a,chloride,OBz,"AgOTf,collidine",DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*Cl,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,-1,0,0.0
324,634,12,Neu5Ac (2-3) Gal,1,(NR),1,(NR),69,a,bromide,SPh,Hg++,DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, 0, -1, 1, -1]",*Br,[*][S]C1=CC=CC=C1,[Hg+2].,1,0,100.0
325,635,164,Neu5Ac (2-3) Gal,2,1,1,4,7,a,bromide,SPh,"Hg(CN)2,HgBr2",,,pyranose,O,,"[0, 0, -1, 1, -1]",*Br,[*][S]C1=CC=CC=C1,C(#N)[Hg]C#N .Br[Hg]Br,1,0,100.0
326,636,164,Neu5 Ac (2-3) Gal,2,1,1,4,75,a,bromide,SPh,"Hg(CN)2,HgBr2",,,pyranose,O,,"[0, 0, -1, 1, -1]",*Br,[*][S]C1=CC=CC=C1,C(#N)[Hg]C#N .Br[Hg]Br,1,0,100.0
327,637,164,Neu5Ac (2 → 3) Gal,2,1,1,4,82,a,bromide,SPh,"Hg(CN)2,HgBr2",,,pyranose,O,,"[0, 0, -1, 1, -1]",*Br,[*][S]C1=CC=CC=C1,C(#N)[Hg]C#N .Br[Hg]Br,1,0,100.0
328,638,47,Neu5Ac (2-3) Gal,2,1.2,2,1,6,a,chloride,H,"AgOTf,DTBP","toluene,THF",-45,pyranose,O,"['Cc1ccccc1', 'C1CCOC1 ']","[0, 0, -1, 1, -1]",*Cl,*[H],C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC(C)(C)C1=NC(=CC=C1)C(C)(C)C,1,0,100.0
329,639,47,Neu5 Ac (2 → 3) Gal,2,1,2,1,12,a,chloride,H,"AgOTf,DTBP","toluene,THF",-45,pyranose,O,"['Cc1ccccc1', 'C1CCOC1 ']","[0, 0, -1, 1, -1]",*Cl,*[H],C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC(C)(C)C1=NC(=CC=C1)C(C)(C)C,1,0,100.0
330,643,114,Neu5 Ac (2 → 3) Gal,3,1.5,1,1,36,a,dibenzylphosphite,H,TMSOTf,MeCN,-40,pyranose,O,['CC#N'],"[0, 0, -1, 1, -1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*[H],C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
331,644,114,Neu5Ac (2 → 3) Gal,3,1.5,1,1,20,a,dibenzylphosphite,H,TMSOTf,MeCN,-40,pyranose,O,['CC#N'],"[0, 0, -1, 1, -1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*[H],C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
332,645,35,Neu5Ac (2-3) Gal,2,1,1,1,54,a,SMe,SPh,"MSB,AgOTf",MeCN,-40,pyranose,O,['CC#N'],"[0, 0, -1, 1, -1]",[*]SC,[*][S]C1=CC=CC=C1,CSBr .C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
333,646,35,Neu5Ac (2 → 3) Gal,2,1.5,1,1,67,a,SEt,SPh,"MSB,AgOTf",MeCN,-40,pyranose,O,['CC#N'],"[0, 0, -1, 1, -1]",[*]SCC,[*][S]C1=CC=CC=C1,CSBr .C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
334,647,35,Neu5 Ac (2 → 3) Gal,2,1.5,1,1,57,a,SEt,SPh,"NIS,TfOH",MeCN,-40,pyranose,O,['CC#N'],"[0, 0, -1, 1, -1]",[*]SCC,[*][S]C1=CC=CC=C1,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
335,649,40,Neu5Ac (2 → 3) Gal,2,1,1,2,48,a,SMe,H,DMTST,MeCN,-20,pyranose,O,['CC#N'],"[0, 0, -1, 1, -1]",[*]SC,*[H],CS[S+](C)C.C(F)(F)(F)S(=O)(=O)[O-]  ,1,0,100.0
336,650,45,Neu5Ac (2-3) Gal,1,2,3,1,30,a,SPh,H,"NIS,TfOH",MeCN,-35,pyranose,O,['CC#N'],"[0, 0, -1, 1, -1]",[*][S]C1=CC=CC=C1,*[H],C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
337,651,45,Neu5Ac (2-3) Gal,2,2,3,1,49,a,SPh,H,"NIS,TfOH",MeCN,-35,pyranose,O,['CC#N'],"[0, 0, -1, 1, -1]",[*][S]C1=CC=CC=C1,*[H],C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
338,652,122,Neu5Ac (2 → 3) Gal,3,(NR),2,(NR),50,a,SPh,H,"NIS,TfOH",,,pyranose,O,,"[0, 0, -1, 1, -1]",[*][S]C1=CC=CC=C1,*[H],C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
339,654,139,Neu5Ac (2-3) Gal,3,1,1,3,64,a,SPh,H,"NIS,TfOH",propionitrile,-75,pyranose,O,['CCC#N '],"[0, 0, -1, 1, -1]",[*][S]C1=CC=CC=C1,*[H],C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
340,655,139,Neu5Ac (2 → 3) Gal,2,1,1,2,43,a,SPh,H,"NIS,TfOH",propionitrile,-45,pyranose,O,['CCC#N '],"[0, 0, -1, 1, -1]",[*][S]C1=CC=CC=C1,*[H],C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
341,656,162,Neu5Ac (2-3) Gal,3,1,2,2,50,a,SPh,H,"NIS,TfOH",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 0, -1, 1, -1]",[*][S]C1=CC=CC=C1,*[H],C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
342,660,23,Neu5Ac (2-6) -Galhep [ 6S ],1,1.1,1,1,60,a,chloride,H,DMF,DMF,-20,pyranose,O,['CN(C)C=O'],"[0, 0, -1, 1, -1]",*Cl,*[H],CN(C)C=O,1,0,100.0
343,661,23,Neu5 Ac (2-6) -Gahep [ 65 ],1,1.1,1,1,60,a,chloride,H,DMF,DMF,-20,pyranose,O,['CN(C)C=O'],"[0, 0, -1, 1, -1]",*Cl,*[H],CN(C)C=O,1,0,100.0
344,662,178,Neu5 Ac (2-6) DeoxyNojir,2,1,1,1.7,56,a,SMe,H,"NIS,TfOH",MeCN,-40,pyranose,O,['CC#N'],"[0, 0, -1, 1, -1]",[*]SC,*[H],C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
345,664,159,Neu5Ac (2 → 6) Gal,1,1,1,1.2,52,a,SPh-OCH3,H,"NIS,TfOH",CH3CH2CN,-60,pyranose,O,['CCC#N '],"[0, 0, -1, 1, -1]",[*]SC1=CC=C(OC)C=C1,*[H],C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
346,669,164,Neu5 Ac (2-6) GalNAc,3,1,1,2.5,69,a,bromide,SPh,"Hg(CN)2,HgBr2",,,pyranose,O,,"[0, 0, -1, 1, -1]",*Br,[*][S]C1=CC=CC=C1,C(#N)[Hg]C#N .Br[Hg]Br,1,0,100.0
347,670,164,Neu5 Ac (2 →→ 6) GalNAc,3,1,1,2.5,69,a,bromide,SPh,"Hg(CN)2,HgBr2",,,pyranose,O,,"[0, 0, -1, 1, -1]",*Br,[*][S]C1=CC=CC=C1,C(#N)[Hg]C#N .Br[Hg]Br,1,0,100.0
348,671,46,Neu5Ac (2 → 6) GalNAc,4,1,1,3,36,a,SPh,H,"NIS,TfOH",MeCN,-30,pyranose,O,['CC#N'],"[0, 0, -1, 1, -1]",[*][S]C1=CC=CC=C1,*[H],C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
350,679,157,rHA (1-2) aLT,1,1,1,1.05,60,a,imidate,OAc,TMSOTf,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
